Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time,Stimuli_Order,High_Reward_Chosen,High_Loss_Chosen,m1_rp_all_fit_chosen_value,m2_rp_individual_fit_chosen_value,m3_rp_good_patients_chosen_value,correct decisions
LN_VTA_4,trial_23_los_10_f1_f2_acum_r5_l3_task_2_sess_2,Picture,[11837.09134166],[0],2,2,0,1.011165548,f1_f2,,0.0,,,,2
LN_VTA_4,trial_25_los_11_f2_f1_acum_r5_l3_task_2_sess_2,Picture,[11847.1050635],[0],2,1,0,0.797584434,f2_f1,,0.0,,,,2
LN_VTA_4,trial_31_los_12_f1_f2_acum_r6_l3_task_2_sess_2,Picture,[11877.09634438],[0],2,2,-1,0.594875799,f1_f2,,0.0,,,,2
LN_VTA_4,trial_36_los_13_f1_f2_acum_r6_l4_task_2_sess_2,Picture,[11902.10586592],[0],2,1,-1,1.218011944,f1_f2,,1.0,,,,1
LN_VTA_4,trial_38_los_14_f2_f1_acum_r6_l5_task_2_sess_2,Picture,[11912.08611316],[0],2,2,0,0.706633911,f2_f1,,1.0,,,,1
LN_VTA_4,trial_39_los_15_f2_f1_acum_r6_l5_task_2_sess_2,Picture,[11917.10131631],[0],2,2,0,0.800898482,f2_f1,,1.0,,,,1
LN_VTA_4,trial_40_los_16_f1_f2_acum_r6_l5_task_2_sess_2,Picture,[11922.09990607],[0],2,1,-1,0.777870632,f1_f2,,1.0,,,,1
LN_VTA_4,trial_49_los_18_f2_f1_acum_r6_l6_task_2_sess_2,Picture,[11967.08677722],[0],2,2,-1,1.198888843,f2_f1,,1.0,,,,1
LN_VTA_4,trial_53_los_19_f1_f2_acum_r7_l7_task_2_sess_2,Picture,[11987.09760941],[0],2,2,-1,1.227679452,f1_f2,,0.0,,,,2
LN_VTA_4,trial_62_los_21_f2_f1_acum_r10_l8_task_2_sess_2,Picture,[12032.10117452],[0],2,2,-1,0.637505887,f2_f1,,1.0,,,,1
LN_VTA_4,trial_63_los_22_f2_f1_acum_r10_l9_task_2_sess_2,Picture,[12037.08303117],[0],2,2,0,0.591575816,f2_f1,,1.0,,,,1
LN_VTA_4,trial_64_los_23_f1_f2_acum_r10_l9_task_2_sess_2,Picture,[12042.09828412],[0],2,1,-1,0.771998969,f1_f2,,1.0,,,,1
LN_VTA_4,trial_66_los_24_f1_f2_acum_r10_l10_task_2_sess_2,Picture,[12052.09532339],[0],2,1,-1,0.934676754,f1_f2,,1.0,,,,1
LN_VTA_4,trial_67_los_25_f2_f1_acum_r10_l11_task_2_sess_2,Picture,[12057.09387134],[0],2,2,0,0.751307126,f2_f1,,1.0,,,,1
LN_VTA_4,trial_74_los_26_f2_f1_acum_r12_l11_task_2_sess_2,Picture,[12092.08364392],[0],2,2,-1,1.192037429,f2_f1,,1.0,,,,1
LN_VTA_4,trial_75_los_27_f2_f1_acum_r12_l12_task_2_sess_2,Picture,[12097.08221202],[0],2,2,0,1.091337292,f2_f1,,1.0,,,,1
LN_VTA_4,trial_79_los_29_f1_f2_acum_r12_l12_task_2_sess_2,Picture,[12117.09304687],[0],2,1,-1,0.874456196,f1_f2,,1.0,,,,1
LN_VTA_4,trial_83_los_30_f1_f2_acum_r13_l13_task_2_sess_2,Picture,[12137.08721398],[0],2,2,0,1.461062745,f1_f2,,0.0,,,,2
LN_VTA_4,trial_85_los_31_f2_f1_acum_r13_l13_task_2_sess_2,Picture,[12147.08430342],[0],2,2,-1,0.646947226,f2_f1,,1.0,,,,1
LN_VTA_4,trial_91_los_32_f1_f2_acum_r14_l14_task_2_sess_2,Picture,[12177.09222011],[0],2,1,-1,0.727122391,f1_f2,,1.0,,,,1
LN_VTA_4,trial_96_los_33_f1_f2_acum_r15_l15_task_2_sess_2,Picture,[12202.08493518],[0],2,2,-1,0.783731081,f1_f2,,0.0,,,,2
LN_VTA_4,trial_98_los_34_f2_f1_acum_r15_l16_task_2_sess_2,Picture,[12212.09875356],[0],2,2,0,1.057733265,f2_f1,,1.0,,,,1
LN_VTA_4,trial_99_los_35_f2_f1_acum_r15_l16_task_2_sess_2,Picture,[12217.08056003],[0],2,2,0,0.488680695,f2_f1,,1.0,,,,1
LN_VTA_4,trial_101_los_37_f1_f2_acum_r15_l16_task_2_sess_2,Picture,[12227.09433242],[0],2,2,0,0.653595087,f1_f2,,0.0,,,,2
LN_VTA_4,trial_109_los_38_f2_f1_acum_r15_l16_task_2_sess_2,Picture,[12267.09931613],[0],2,1,0,0.637374937,f2_f1,,0.0,,,,2
LN_VTA_4,trial_113_los_39_f1_f2_acum_r16_l16_task_2_sess_2,Picture,[12287.09345549],[0],2,2,-1,0.724998109,f1_f2,,0.0,,,,2
LN_VTA_4,trial_120_los_40_f2_f1_acum_r18_l17_task_2_sess_2,Picture,[12322.09998932],[0],2,2,-1,0.652645745,f2_f1,,1.0,,,,1
LN_VTA_4,trial_3_los_1_f2_f1_acum_r1_l0_task_2_sess_4,Picture,[12486.18540952],[0],2,2,-1,1.040135953,f2_f1,,1.0,,,,1
LN_VTA_4,trial_6_los_2_f2_f1_acum_r1_l1_task_2_sess_4,Picture,[12501.18101614],[0],2,2,-1,0.964707685,f2_f1,,1.0,,,,1
LN_VTA_4,trial_8_los_3_f1_f2_acum_r1_l2_task_2_sess_4,Picture,[12511.17810216],[0],2,2,-1,1.283072339,f1_f2,,0.0,,,,2
LN_VTA_4,trial_19_los_5_f1_f2_acum_r5_l3_task_2_sess_4,Picture,[12566.17873658],[0],2,2,0,1.017495061,f1_f2,,0.0,,,,2
LN_VTA_4,trial_25_los_7_f1_f2_acum_r5_l3_task_2_sess_4,Picture,[12596.18683192],[0],2,1,0,1.314971543,f1_f2,,1.0,,,,1
LN_VTA_4,trial_27_los_9_f2_f1_acum_r5_l3_task_2_sess_4,Picture,[12606.16707498],[0],2,2,-1,1.184029511,f2_f1,,1.0,,,,1
LN_VTA_4,trial_30_los_10_f2_f1_acum_r5_l4_task_2_sess_4,Picture,[12621.16273556],[0],2,1,-1,1.255440325,f2_f1,,0.0,,,,2
LN_VTA_4,trial_32_los_11_f2_f1_acum_r5_l5_task_2_sess_4,Picture,[12631.17645397],[0],2,1,0,0.336283166,f2_f1,,0.0,,,,2
LN_VTA_4,trial_36_los_12_f1_f2_acum_r6_l5_task_2_sess_4,Picture,[12651.18731543],[0],2,2,-1,0.807293185,f1_f2,,0.0,,,,2
LN_VTA_4,trial_43_los_13_f2_f1_acum_r7_l6_task_2_sess_4,Picture,[12686.17708877],[0],2,2,-1,1.479287441,f2_f1,,1.0,,,,1
LN_VTA_4,trial_44_los_14_f1_f2_acum_r7_l7_task_2_sess_4,Picture,[12691.15897431],[0],2,1,0,0.579613163,f1_f2,,1.0,,,,1
LN_VTA_4,trial_48_los_15_f1_f2_acum_r7_l7_task_2_sess_4,Picture,[12711.16979661],[0],2,2,0,0.962474879,f1_f2,,0.0,,,,2
LN_VTA_4,trial_51_los_16_f1_f2_acum_r7_l7_task_2_sess_4,Picture,[12726.16542527],[0],2,2,0,0.609369459,f1_f2,,0.0,,,,2
LN_VTA_4,trial_55_los_17_f1_f2_acum_r7_l7_task_2_sess_4,Picture,[12746.17624377],[0],2,2,-1,0.930954652,f1_f2,,0.0,,,,2
LN_VTA_4,trial_57_los_19_f2_f1_acum_r7_l8_task_2_sess_4,Picture,[12756.17334842],[0],2,1,0,0.494628001,f2_f1,,0.0,,,,2
LN_VTA_4,trial_59_los_20_f1_f2_acum_r7_l8_task_2_sess_4,Picture,[12766.17043065],[0],2,2,0,0.777128644,f1_f2,,0.0,,,,2
LN_VTA_4,trial_63_los_21_f2_f1_acum_r8_l8_task_2_sess_4,Picture,[12786.1646008],[0],2,2,-1,0.95176186,f2_f1,,1.0,,,,1
LN_VTA_4,trial_66_los_22_f2_f1_acum_r8_l9_task_2_sess_4,Picture,[12801.17687666],[0],2,2,-1,0.677528375,f2_f1,,1.0,,,,1
LN_VTA_4,trial_68_los_23_f1_f2_acum_r8_l10_task_2_sess_4,Picture,[12811.17403985],[0],2,2,-1,0.623730078,f1_f2,,0.0,,,,2
LN_VTA_4,trial_75_los_24_f2_f1_acum_r8_l11_task_2_sess_4,Picture,[12846.18047485],[0],2,2,-1,0.790709264,f2_f1,,1.0,,,,1
LN_VTA_4,trial_79_los_25_f1_f2_acum_r8_l12_task_2_sess_4,Picture,[12866.1746469],[0],2,2,0,1.350416095,f1_f2,,0.0,,,,2
LN_VTA_4,trial_82_los_26_f1_f2_acum_r8_l12_task_2_sess_4,Picture,[12881.1703474],[0],2,1,-1,0.72718283,f1_f2,,1.0,,,,1
LN_VTA_4,trial_85_los_27_f1_f2_acum_r8_l13_task_2_sess_4,Picture,[12896.16589509],[0],2,2,0,1.14549499,f1_f2,,0.0,,,,2
LN_VTA_4,trial_86_los_28_f2_f1_acum_r8_l13_task_2_sess_4,Picture,[12901.18113207],[0],2,2,0,1.336954832,f2_f1,,1.0,,,,1
LN_VTA_4,trial_90_los_30_f2_f1_acum_r8_l13_task_2_sess_4,Picture,[12921.17526307],[0],2,1,-1,0.411832881,f2_f1,,0.0,,,,2
LN_VTA_4,trial_92_los_31_f2_f1_acum_r8_l14_task_2_sess_4,Picture,[12931.17234149],[0],2,1,0,0.878227523,f2_f1,,0.0,,,,2
LN_VTA_4,trial_96_los_32_f1_f2_acum_r8_l14_task_2_sess_4,Picture,[12951.18316151],[0],2,2,-1,0.650308598,f1_f2,,0.0,,,,2
LN_VTA_4,trial_103_los_33_f2_f1_acum_r9_l15_task_2_sess_4,Picture,[12986.17299605],[0],2,2,-1,0.821634038,f2_f1,,1.0,,,,1
LN_VTA_4,trial_104_los_34_f1_f2_acum_r9_l16_task_2_sess_4,Picture,[12991.17158012],[0],2,2,0,0.656734281,f1_f2,,0.0,,,,2
LN_VTA_4,trial_108_los_35_f1_f2_acum_r9_l16_task_2_sess_4,Picture,[13011.1823971],[0],2,1,-1,0.850982279,f1_f2,,1.0,,,,1
LN_VTA_4,trial_111_los_36_f1_f2_acum_r9_l17_task_2_sess_4,Picture,[13026.17799611],[0],2,2,0,0.637898358,f1_f2,,0.0,,,,2
LN_VTA_4,trial_115_los_37_f1_f2_acum_r11_l17_task_2_sess_4,Picture,[13046.1721598],[0],2,1,-1,0.693266537,f1_f2,,1.0,,,,1
LN_VTA_4,trial_116_los_38_f2_f1_acum_r11_l18_task_2_sess_4,Picture,[13051.18734166],[0],2,2,-1,0.434782997,f2_f1,,1.0,,,,1
LN_VTA_4,trial_117_los_39_f2_f1_acum_r11_l19_task_2_sess_4,Picture,[13056.16922225],[0],2,2,-1,0.417579485,f2_f1,,1.0,,,,1
LN_VTA_5,trial_6_los_1_f2_f1_acum_r0_l0_task_3_sess_1,Picture,[7775.17925155],[0],2,1,-1,0.604436891,f2_f1,,0.0,,,,2
LN_VTA_5,trial_8_los_2_f1_f2_acum_r0_l1_task_3_sess_1,Picture,[7785.176379],[0],2,1,0,0.485985994,f1_f2,,1.0,,,,1
LN_VTA_5,trial_9_los_3_f1_f2_acum_r0_l1_task_3_sess_1,Picture,[7790.15823634],[0],2,2,0,0.472965047,f1_f2,,0.0,,,,2
LN_VTA_5,trial_10_los_4_f2_f1_acum_r0_l1_task_3_sess_1,Picture,[7795.17353648],[0],2,1,0,0.525425153,f2_f1,,0.0,,,,2
LN_VTA_5,trial_11_los_5_f1_f2_acum_r0_l1_task_3_sess_1,Picture,[7800.17197229],[0],2,1,0,0.843988489,f1_f2,,1.0,,,,1
LN_VTA_5,trial_14_los_6_f1_f2_acum_r1_l1_task_3_sess_1,Picture,[7815.16762184],[0],2,2,0,0.931748836,f1_f2,,0.0,,,,2
LN_VTA_5,trial_21_los_8_f2_f1_acum_r3_l1_task_3_sess_1,Picture,[7850.17439821],[0],2,2,0,0.968967725,f2_f1,,1.0,,,,1
LN_VTA_5,trial_25_los_9_f2_f1_acum_r3_l1_task_3_sess_1,Picture,[7870.16847977],[0],2,1,0,0.730797667,f2_f1,,0.0,,,,2
LN_VTA_5,trial_28_los_10_f2_f1_acum_r3_l1_task_3_sess_1,Picture,[7885.16416162],[0],2,2,-1,0.82919486,f2_f1,,1.0,,,,1
LN_VTA_5,trial_30_los_11_f1_f2_acum_r4_l2_task_3_sess_1,Picture,[7895.17792722],[0],2,2,0,0.780133961,f1_f2,,0.0,,,,2
LN_VTA_5,trial_32_los_12_f2_f1_acum_r4_l2_task_3_sess_1,Picture,[7905.17507178],[0],2,1,-1,0.768496074,f2_f1,,0.0,,,,2
LN_VTA_5,trial_36_los_13_f1_f2_acum_r6_l3_task_3_sess_1,Picture,[7925.16934225],[0],2,2,-1,1.024215997,f1_f2,,0.0,,,,2
LN_VTA_5,trial_37_los_14_f1_f2_acum_r6_l4_task_3_sess_1,Picture,[7930.18456675],[0],2,1,0,0.781975824,f1_f2,,1.0,,,,1
LN_VTA_5,trial_40_los_15_f2_f1_acum_r6_l4_task_3_sess_1,Picture,[7945.18023036],[0],2,1,-1,0.856387752,f2_f1,,0.0,,,,2
LN_VTA_5,trial_44_los_16_f2_f1_acum_r7_l5_task_3_sess_1,Picture,[7965.17462932],[0],2,2,-1,0.533225367,f2_f1,,1.0,,,,1
LN_VTA_5,trial_50_los_17_f2_f1_acum_r8_l6_task_3_sess_1,Picture,[7995.16587254],[0],2,1,0,0.735196014,f2_f1,,0.0,,,,2
LN_VTA_5,trial_55_los_18_f2_f1_acum_r11_l6_task_3_sess_1,Picture,[8020.17547926],[0],2,1,0,0.744094579,f2_f1,,0.0,,,,2
LN_VTA_5,trial_56_los_19_f1_f2_acum_r11_l6_task_3_sess_1,Picture,[8025.17387935],[0],2,1,-1,0.523959227,f1_f2,,1.0,,,,1
LN_VTA_5,trial_68_los_22_f1_f2_acum_r14_l7_task_3_sess_1,Picture,[8085.17325139],[0],2,1,0,0.766376345,f1_f2,,1.0,,,,1
LN_VTA_5,trial_69_los_23_f1_f2_acum_r14_l7_task_3_sess_1,Picture,[8090.17187308],[0],2,2,0,0.838968078,f1_f2,,0.0,,,,2
LN_VTA_5,trial_70_los_24_f2_f1_acum_r14_l7_task_3_sess_1,Picture,[8095.1871124],[0],2,1,0,1.364384868,f2_f1,,0.0,,,,2
LN_VTA_5,trial_71_los_25_f1_f2_acum_r14_l7_task_3_sess_1,Picture,[8100.16901687],[0],2,2,-1,0.647237434,f1_f2,,0.0,,,,2
LN_VTA_5,trial_74_los_26_f1_f2_acum_r15_l8_task_3_sess_1,Picture,[8115.16479414],[0],2,1,-1,1.171235814,f1_f2,,1.0,,,,1
LN_VTA_5,trial_75_los_27_f1_f2_acum_r15_l9_task_3_sess_1,Picture,[8120.17994983],[0],2,2,0,0.554156953,f1_f2,,0.0,,,,2
LN_VTA_5,trial_81_los_28_f2_f1_acum_r17_l9_task_3_sess_1,Picture,[8150.18790913],[0],2,2,0,0.848507143,f2_f1,,1.0,,,,1
LN_VTA_5,trial_85_los_29_f2_f1_acum_r17_l9_task_3_sess_1,Picture,[8170.16553271],[0],2,2,-1,0.478761469,f2_f1,,1.0,,,,1
LN_VTA_5,trial_88_los_30_f2_f1_acum_r17_l10_task_3_sess_1,Picture,[8185.17800401],[0],2,1,0,0.47336056,f2_f1,,0.0,,,,2
LN_VTA_5,trial_90_los_31_f1_f2_acum_r18_l10_task_3_sess_1,Picture,[8195.174968],[0],2,2,0,0.545667014,f1_f2,,0.0,,,,2
LN_VTA_5,trial_92_los_32_f2_f1_acum_r18_l10_task_3_sess_1,Picture,[8205.18880392],[0],2,2,-1,0.479953139,f2_f1,,1.0,,,,1
LN_VTA_5,trial_96_los_33_f1_f2_acum_r20_l11_task_3_sess_1,Picture,[8225.16636175],[0],2,2,-1,0.761552456,f1_f2,,0.0,,,,2
LN_VTA_5,trial_97_los_34_f1_f2_acum_r20_l12_task_3_sess_1,Picture,[8230.18158662],[0],2,1,0,0.692892475,f1_f2,,1.0,,,,1
LN_VTA_5,trial_104_los_36_f2_f1_acum_r21_l12_task_3_sess_1,Picture,[8265.17161954],[0],2,1,0,0.710761449,f2_f1,,0.0,,,,2
LN_VTA_5,trial_110_los_37_f2_f1_acum_r22_l12_task_3_sess_1,Picture,[8295.17952562],[0],2,1,0,0.762298248,f2_f1,,0.0,,,,2
LN_VTA_5,trial_115_los_38_f2_f1_acum_r25_l12_task_3_sess_1,Picture,[8320.17236419],[0],2,1,0,0.670374086,f2_f1,,0.0,,,,2
LN_VTA_5,trial_116_los_39_f1_f2_acum_r25_l12_task_3_sess_1,Picture,[8325.17092355],[0],2,2,-1,0.670712771,f1_f2,,0.0,,,,2
LN_VTA_5,trial_119_los_40_f1_f2_acum_r26_l13_task_3_sess_1,Picture,[8340.16659856],[0],2,2,0,1.381935303,f1_f2,,0.0,,,,2
LN_VTA_5,trial_2_los_1_f2_f1_acum_r0_l0_task_3_sess_2,Picture,[235.45915795],[0],2,1,-1,0.966943277,f2_f1,,0.0,,,,2
LN_VTA_5,trial_3_los_2_f2_f1_acum_r0_l1_task_3_sess_2,Picture,[240.4409987],[0],2,2,0,0.662691611,f2_f1,,1.0,,,,1
LN_VTA_5,trial_4_los_3_f1_f2_acum_r0_l1_task_3_sess_2,Picture,[245.4563067],[0],2,1,-1,0.605789497,f1_f2,,1.0,,,,1
LN_VTA_5,trial_6_los_4_f1_f2_acum_r1_l2_task_3_sess_2,Picture,[255.45320762],[0],2,2,0,1.042863697,f1_f2,,0.0,,,,2
LN_VTA_5,trial_7_los_5_f2_f1_acum_r1_l2_task_3_sess_2,Picture,[260.45176889],[0],2,1,-1,0.689576783,f2_f1,,0.0,,,,2
LN_VTA_5,trial_14_los_6_f2_f1_acum_r3_l3_task_3_sess_2,Picture,[295.44137615],[0],2,2,-1,0.572343916,f2_f1,,1.0,,,,1
LN_VTA_5,trial_15_los_7_f2_f1_acum_r3_l4_task_3_sess_2,Picture,[300.43997809],[0],2,1,0,0.557439027,f2_f1,,0.0,,,,2
LN_VTA_5,trial_17_los_8_f1_f2_acum_r3_l4_task_3_sess_2,Picture,[310.45365312],[0],2,1,0,0.917176306,f1_f2,,1.0,,,,1
LN_VTA_5,trial_19_los_9_f1_f2_acum_r3_l4_task_3_sess_2,Picture,[320.45071178],[0],2,1,-1,0.48314759,f1_f2,,1.0,,,,1
LN_VTA_5,trial_23_los_10_f1_f2_acum_r4_l5_task_3_sess_2,Picture,[340.44483368],[0],2,1,-1,0.734247549,f1_f2,,1.0,,,,1
LN_VTA_5,trial_25_los_11_f2_f1_acum_r4_l6_task_3_sess_2,Picture,[350.4419144],[0],2,2,-1,0.763211761,f2_f1,,1.0,,,,1
LN_VTA_5,trial_31_los_12_f1_f2_acum_r6_l7_task_3_sess_2,Picture,[380.44962123],[0],2,2,-1,0.741526756,f1_f2,,0.0,,,,2
LN_VTA_5,trial_36_los_13_f1_f2_acum_r8_l8_task_3_sess_2,Picture,[405.44227209],[0],2,2,-1,0.763249583,f1_f2,,0.0,,,,2
LN_VTA_5,trial_38_los_14_f2_f1_acum_r8_l9_task_3_sess_2,Picture,[415.45599729],[0],2,2,0,0.665282857,f2_f1,,1.0,,,,1
LN_VTA_5,trial_39_los_15_f2_f1_acum_r8_l9_task_3_sess_2,Picture,[420.43784184],[0],2,2,0,0.474939761,f2_f1,,1.0,,,,1
LN_VTA_5,trial_40_los_16_f1_f2_acum_r8_l9_task_3_sess_2,Picture,[425.45303467],[0],2,1,-1,1.057464304,f1_f2,,1.0,,,,1
LN_VTA_5,trial_41_los_17_f1_f2_acum_r8_l10_task_3_sess_2,Picture,[430.45152713],[0],2,1,-1,0.700410258,f1_f2,,1.0,,,,1
LN_VTA_5,trial_49_los_18_f2_f1_acum_r10_l11_task_3_sess_2,Picture,[470.45636714],[0],2,2,-1,0.544253208,f2_f1,,1.0,,,,1
LN_VTA_5,trial_53_los_19_f1_f2_acum_r11_l12_task_3_sess_2,Picture,[490.45052553],[0],2,2,-1,0.825368018,f1_f2,,0.0,,,,2
LN_VTA_5,trial_60_los_20_f2_f1_acum_r14_l13_task_3_sess_2,Picture,[525.45693693],[0],2,2,-1,0.586006399,f2_f1,,1.0,,,,1
LN_VTA_5,trial_62_los_21_f2_f1_acum_r14_l14_task_3_sess_2,Picture,[535.45399902],[0],2,1,-1,0.539332236,f2_f1,,0.0,,,,2
LN_VTA_5,trial_63_los_22_f2_f1_acum_r14_l15_task_3_sess_2,Picture,[540.45239532],[0],2,2,0,0.576765417,f2_f1,,1.0,,,,1
LN_VTA_5,trial_64_los_23_f1_f2_acum_r14_l15_task_3_sess_2,Picture,[545.45089804],[0],2,1,-1,0.421061084,f1_f2,,1.0,,,,1
LN_VTA_5,trial_66_los_24_f1_f2_acum_r15_l16_task_3_sess_2,Picture,[555.44794645],[0],2,1,-1,0.611226476,f1_f2,,1.0,,,,1
LN_VTA_5,trial_67_los_25_f2_f1_acum_r15_l17_task_3_sess_2,Picture,[560.44648908],[0],2,2,0,0.772929598,f2_f1,,1.0,,,,1
LN_VTA_5,trial_74_los_26_f2_f1_acum_r17_l17_task_3_sess_2,Picture,[595.45279178],[0],2,2,-1,0.500940595,f2_f1,,1.0,,,,1
LN_VTA_5,trial_75_los_27_f2_f1_acum_r17_l18_task_3_sess_2,Picture,[600.45134278],[0],2,1,0,0.423826043,f2_f1,,0.0,,,,2
LN_VTA_5,trial_77_los_28_f1_f2_acum_r17_l18_task_3_sess_2,Picture,[610.44851966],[0],2,2,0,0.681756482,f1_f2,,0.0,,,,2
LN_VTA_5,trial_79_los_29_f1_f2_acum_r17_l18_task_3_sess_2,Picture,[620.44543883],[0],2,2,0,0.98499457,f1_f2,,0.0,,,,2
LN_VTA_5,trial_83_los_30_f1_f2_acum_r18_l18_task_3_sess_2,Picture,[640.43954628],[0],2,2,0,0.807519896,f1_f2,,0.0,,,,2
LN_VTA_5,trial_85_los_31_f2_f1_acum_r18_l18_task_3_sess_2,Picture,[650.45327072],[0],2,2,-1,0.749543957,f2_f1,,1.0,,,,1
LN_VTA_5,trial_91_los_32_f1_f2_acum_r20_l19_task_3_sess_2,Picture,[680.44438515],[0],2,2,-1,0.779662769,f1_f2,,0.0,,,,2
LN_VTA_5,trial_96_los_33_f1_f2_acum_r22_l20_task_3_sess_2,Picture,[705.45364019],[0],2,2,-1,1.364806117,f1_f2,,0.0,,,,2
LN_VTA_5,trial_98_los_34_f2_f1_acum_r22_l21_task_3_sess_2,Picture,[715.45068784],[0],2,1,0,0.710157554,f2_f1,,0.0,,,,2
LN_VTA_5,trial_99_los_35_f2_f1_acum_r22_l21_task_3_sess_2,Picture,[720.44923694],[0],2,1,-1,0.58152617,f2_f1,,0.0,,,,2
LN_VTA_5,trial_100_los_36_f1_f2_acum_r22_l22_task_3_sess_2,Picture,[725.44773358],[0],2,1,-1,0.609728062,f1_f2,,1.0,,,,1
LN_VTA_5,trial_101_los_37_f1_f2_acum_r22_l23_task_3_sess_2,Picture,[730.44632183],[0],2,2,0,0.595571619,f1_f2,,0.0,,,,2
LN_VTA_5,trial_109_los_38_f2_f1_acum_r24_l23_task_3_sess_2,Picture,[770.45116602],[0],2,1,0,0.793661464,f2_f1,,0.0,,,,2
LN_VTA_5,trial_113_los_39_f1_f2_acum_r25_l23_task_3_sess_2,Picture,[790.4452347],[0],2,2,-1,0.780916389,f1_f2,,0.0,,,,2
LN_VTA_5,trial_120_los_40_f2_f1_acum_r28_l24_task_3_sess_2,Picture,[825.45153663],[0],2,1,0,0.624621168,f2_f1,,0.0,,,,2
LN_VTA_5,trial_1_los_1_f2_f1_acum_r0_l0_task_3_sess_3,Picture,[993.11872938],[0],2,1,-1,0.761565482,f2_f1,,0.0,,,,2
LN_VTA_5,trial_3_los_2_f2_f1_acum_r0_l1_task_3_sess_3,Picture,[1003.11579375],[0],2,2,-1,0.85841885,f2_f1,,1.0,,,,1
LN_VTA_5,trial_5_los_3_f1_f2_acum_r0_l2_task_3_sess_3,Picture,[1013.12944217],[0],2,2,0,0.820784018,f1_f2,,0.0,,,,2
LN_VTA_5,trial_6_los_4_f1_f2_acum_r0_l2_task_3_sess_3,Picture,[1018.12801332],[0],2,2,0,0.496266698,f1_f2,,0.0,,,,2
LN_VTA_5,trial_7_los_5_f2_f1_acum_r0_l2_task_3_sess_3,Picture,[1023.10983164],[0],2,1,0,0.586601659,f2_f1,,0.0,,,,2
LN_VTA_5,trial_9_los_6_f2_f1_acum_r1_l2_task_3_sess_3,Picture,[1033.12352568],[0],2,1,0,0.594523451,f2_f1,,0.0,,,,2
LN_VTA_5,trial_20_los_7_f2_f1_acum_r5_l2_task_3_sess_3,Picture,[1088.1239476],[0],2,1,0,0.63844672,f2_f1,,0.0,,,,2
LN_VTA_5,trial_21_los_8_f1_f2_acum_r5_l2_task_3_sess_3,Picture,[1093.12251267],[0],2,2,0,0.459466029,f1_f2,,0.0,,,,2
LN_VTA_5,trial_23_los_9_f1_f2_acum_r5_l2_task_3_sess_3,Picture,[1103.11956031],[0],2,2,0,0.599444804,f1_f2,,0.0,,,,2
LN_VTA_5,trial_30_los_10_f1_f2_acum_r8_l2_task_3_sess_3,Picture,[1138.12592724],[0],2,2,-1,0.621354647,f1_f2,,0.0,,,,2
LN_VTA_5,trial_31_los_11_f2_f1_acum_r8_l3_task_3_sess_3,Picture,[1143.12441438],[0],2,1,0,0.772921045,f2_f1,,0.0,,,,2
LN_VTA_5,trial_33_los_12_f1_f2_acum_r8_l3_task_3_sess_3,Picture,[1153.12145557],[0],2,2,0,0.582176167,f1_f2,,0.0,,,,2
LN_VTA_5,trial_37_los_13_f1_f2_acum_r8_l3_task_3_sess_3,Picture,[1173.11559191],[0],2,2,0,0.747890075,f1_f2,,0.0,,,,2
LN_VTA_5,trial_43_los_14_f2_f1_acum_r9_l3_task_3_sess_3,Picture,[1203.10673636],[0],2,1,-1,0.678026791,f2_f1,,0.0,,,,2
LN_VTA_5,trial_45_los_15_f2_f1_acum_r10_l4_task_3_sess_3,Picture,[1213.12040569],[0],2,1,0,0.644715201,f2_f1,,0.0,,,,2
LN_VTA_5,trial_48_los_16_f1_f2_acum_r11_l4_task_3_sess_3,Picture,[1228.11599901],[0],2,2,-1,0.661775914,f1_f2,,0.0,,,,2
LN_VTA_5,trial_49_los_17_f1_f2_acum_r11_l5_task_3_sess_3,Picture,[1233.13113558],[0],2,2,0,1.394818687,f1_f2,,0.0,,,,2
LN_VTA_5,trial_57_los_18_f2_f1_acum_r13_l5_task_3_sess_3,Picture,[1273.13598737],[0],2,1,0,0.765160422,f2_f1,,0.0,,,,2
LN_VTA_5,trial_58_los_19_f1_f2_acum_r13_l5_task_3_sess_3,Picture,[1278.11791061],[0],2,2,-1,0.603463952,f1_f2,,0.0,,,,2
LN_VTA_5,trial_59_los_20_f2_f1_acum_r13_l6_task_3_sess_3,Picture,[1283.11643767],[0],2,1,-1,0.491302013,f2_f1,,0.0,,,,2
LN_VTA_5,trial_61_los_21_f2_f1_acum_r14_l7_task_3_sess_3,Picture,[1293.11348835],[0],2,1,-1,0.692957148,f2_f1,,0.0,,,,2
LN_VTA_5,trial_63_los_22_f2_f1_acum_r14_l8_task_3_sess_3,Picture,[1303.1272185],[0],2,2,-1,0.505810632,f2_f1,,1.0,,,,1
LN_VTA_5,trial_65_los_23_f1_f2_acum_r14_l9_task_3_sess_3,Picture,[1313.12421254],[0],2,2,0,0.88816553,f1_f2,,0.0,,,,2
LN_VTA_5,trial_66_los_24_f1_f2_acum_r14_l9_task_3_sess_3,Picture,[1318.12276887],[0],2,2,0,0.784137676,f1_f2,,0.0,,,,2
LN_VTA_5,trial_67_los_25_f2_f1_acum_r14_l9_task_3_sess_3,Picture,[1323.12125297],[0],2,1,0,0.457487719,f2_f1,,0.0,,,,2
